Site Pt,Area,Northing,Easting,Pressure,Temp,Date Time,CH4 slope,H2S slope,CO2 slope,CH4 flux,H2S flux,CO2 flux
SFTC062420_219,SFTC,1242867,2377059,773.1,32.9,6/24/20,456.69,0.023,3.927,107.8986,0.005434,0.927802
SFTC062420_220,SFTC,1242901,2377128,772.4,33.2,6/24/20,42153.02,0.087,16.495,9940.407,0.020516,3.889805
SFTC062420_221,SFTC,1242880,2377129,772,33.6,6/24/20,-203.352,-0.003,2.184,0,0,0.514087
SFTC062420_222,SFTC,1242813,2377183,771.6,33.9,6/24/20,-1.88,0.005,3.275,0,0.001175,0.769743
SFTC062420_223,SFTC,1242862,2377204,770.9,34.2,6/24/20,5.802,0.001,1.42,1.361111,0.000235,0.333123
SFTC062420_224,SFTC,1242919,2377204,770.8,34.5,6/24/20,-1.645,0,1.653,0,0,0.387355
SFTC062420_225,SFTC,1242952,2377244,770.5,34.7,6/24/20,-1.047,0,5.843,0,0,1.367793
SFTC062420_226,SFTC,1243012,2377259,770.4,35.1,6/24/20,-1.506,0.016,2.839,0,0.00374,0.663636
SFTC062420_227,SFTC,1243025,2377184,770.1,35.5,6/24/20,-1.381,0.001,0.239,0,0.000233,0.055774
SFTC062420_228,SFTC,1242973,2377132,770.6,36,6/24/20,-3.523,-0.001,0.124,0,0,0.028909
SFTC062420_229,SFTC,1242934,2377069,771.6,36.5,6/24/20,-0.824,0.004,0.243,0,0.000932,0.056634
SFTC062420_230,SFTC,1243040,2377080,771.7,37.2,6/24/20,-1.119,-0.002,0.013,0,0,0.003023
SFTC062420_231,SFTC,1243090,2377164,770.6,37.9,6/24/20,-0.66,0,0.2,0,0,0.046343
SFTC062420_232,SFTC,1243105,2377224,769.7,38.5,6/24/20,0,-0.001,0.041,0,0,0.009471
SFTC062420_233,SFTC,1243192,2377368,769,39.3,6/24/20,-1.141,0.001,1.062,0,0.00023,0.244468
SFTC062420_234,SFTC,1243173,2377513,767.1,40.1,6/24/20,-1.386,0,0.258,0,0,0.059092
SFTC062420_235,SFTC,1243250,2377807,765.9,41.2,6/24/20,-4.835,0.001,0.193,0,0.000228,0.043981
SFTC062420_236,SFTC,1243213,2377982,762.1,41.6,6/24/20,-1.951,-0.002,0.192,0,0,0.043481
SFTC062420_237,SFTC,1243046,2378069,761.4,41.6,6/24/20,-4.566,-0.006,0.13,0,0,0.029413
SFTC062420_238,SFTC,1242998,2377925,763.4,41.7,6/24/20,-2.372,0.009,0.532,0,0.002041,0.120646
SFTC062420_239,SFTC,1242991,2377813,764.2,41.9,6/24/20,-2.021,0.003,0.237,0,0.000681,0.053768
SFTC062420_240,SFTC,1243030,2377572,764.6,42.1,6/24/20,-5.52,0.006,0.529,0,0.001361,0.120001
SFTC062420_241,SFTC,1243064,2377394,766.1,42.4,6/24/20,-2.465,0.001,0.848,0,0.000227,0.192559
SFTC062420_242,SFTC,1243005,2377366,768.1,42.7,6/24/20,-1.966,0.013,2.549,0,0.002957,0.579773
SFTC062420_243,SFTC,1242873,2377377,768.3,43,6/24/20,-0.984,0.001,0.307,0,0.000227,0.069779
SFTC062620_01,SFTC,1242590,2376900,775.4,26.1,6/26/20,-1.55,-0.001,1.974,0,0,0.478399
SFTC062620_02,SFTC,1242529,2376996,775.2,26.9,6/26/20,-3.485,-0.005,0.884,0,0,0.213611
SFTC062620_03,SFTC,1242360,2377193,774.7,27.7,6/26/20,-0.307,-0.006,0.833,0,0,0.200622
SFTC062620_04,SFTC,1242445,2377177,774.2,28.3,6/26/20,-1.114,-0.008,1.938,0,0,0.465525
SFTC062620_05,SFTC,1242561,2377144,773.8,29,6/26/20,-0.603,-0.001,4.264,0,0,1.02135
SFTC062620_06,SFTC,1242586,2377297,773.4,29.9,6/26/20,-0.768,-0.001,3.469,0,0,0.828029
SFTC062620_07,SFTC,1242582,2377391,775.1,30.6,6/26/20,67.466,0.008,5.29,16.10192,0.001909,1.262549
SFTC062620_08,SFTC,1242416,2377645,771.7,31.9,6/26/20,-0.39,0,7.305,0,0,1.728418
SFTC062620_09,SFTC,1242433,2377722,771.9,32.4,6/26/20,155.831,0.007,7.795,36.81999,0.001654,1.841815
SFTC062620_10,SFTC,1242447,2377802,771.5,33,6/26/20,-1.141,-0.003,1.133,0,0,0.267044
SFTC062620_11,SFTC,1242569,2377824,771.1,33.5,6/26/20,3.391,0.009,2.147,0.797529,0.002117,0.504953
SFTC062620_12,SFTC,1242603,2377711,770.1,33.9,6/26/20,-0.351,-0.01,1.687,0,0,0.395735
SFTC062620_13,SFTC,1242572,2377673,770.8,34.3,6/26/20,37.308,0.012,1.856,8.748232,0.002814,0.435207
SFTC062620_14,SFTC,1242536,2377639,771.2,34.7,6/26/20,87.756,0.011,2.538,20.56155,0.002577,0.594663
SFTC062620_15,SFTC,1242567,2377599,771.2,35.1,6/26/20,179.984,0.014,18.02,42.11618,0.003276,4.216672
SFTC062620_16,SFTC,1242634,2377612,771.1,35.6,6/26/20,5.016,0.004,4.783,1.171689,0.000934,1.117262
SFTC062620_17,SFTC,1242788,2377598,770.1,36.3,6/26/20,-0.81,-0.017,0.514,0,0,0.119638
SFTC062620_18,SFTC,1242757,2377831,769.3,37.1,6/26/20,-0.633,-0.024,0.748,0,0,0.173475
SFTC062620_19,SFTC,1242822,2377997,768.5,37.9,6/26/20,0,-0.002,0.519,0,0,0.119931
SFTC062620_20,SFTC,1242632,2377942,766.8,38.6,6/26/20,0,-0.015,0.632,0,0,0.145393
SFTC062620_21,SFTC,1242572,2378155,768.9,39,6/26/20,0,-0.009,1.023,0,0,0.235686
SFTC062620_22,SFTC,1242756,2378213,768.8,39.3,6/26/20,-0.181,-0.023,0.011,0,0,0.002531
SFTC062620_23,SFTC,1242809,2378362,767.7,39.5,6/26/20,-0.155,-0.016,0.729,0,0,0.167422
SFTC062620_24,SFTC,1242723,2378544,765.5,39.5,6/26/20,-0.389,-0.015,0.986,0,0,0.225795
SFTC062620_25,SFTC,1242612,2378570,764.9,39.5,6/26/20,-0.058,-0.02,0.536,0,0,0.122648
SFTC062620_26,SFTC,1242645,2378426,765.3,39.5,6/26/20,-1.002,-0.019,1.048,0,0,0.239931
SFTC062620_27,SFTC,1242459,2378381,766.5,39.7,6/26/20,-0.16,-0.017,0.687,0,0,0.157429
SFTC062620_28,SFTC,1242439,2378272,766.8,39.8,6/26/20,-0.323,-0.029,0.664,0,0,0.152169
SFTC062620_29,SFTC,1242440,2378539,767,40.1,6/26/20,0,-0.012,0.282,0,0,0.064581
SFTC062620_30,SFTC,1242202,2378350,765.9,40.5,6/26/20,-0.082,-0.016,0.405,0,0,0.092498
SFTC062620_31,SFTC,1242247,2378244,768.2,40.7,6/26/20,0,-0.028,0.65,0,0,0.148805
SFTC062620_32,SFTC,1242199,2378020,768.4,41,6/26/20,0,-0.033,0.574,0,0,0.131315
SFTC062620_33,SFTC,1242428,2378027,769.7,41.4,6/26/20,-0.282,-0.017,0.285,0,0,0.065227
SFTC062620_34,SFTC,1242238,2377664,770.3,41.9,6/26/20,-0.052,-0.019,0.358,0,0,0.081868
SFTC062620_35,SFTC,1242214,2377595,772.2,42.1,6/26/20,-0.226,-0.013,0.324,0,0,0.074229
SFTC062620_36,SFTC,1242202,2377370,772.3,42.2,6/26/20,-0.334,-0.016,0.02,0,0,0.004581
SFTC062620_37,SFTC,1242363,2377363,773.6,42.2,6/26/20,-0.572,-0.036,0.478,0,0,0.109674
SFTC062620_38,SFTC,1242206,2377204,773.9,42.3,6/26/20,0,-0.035,0.125,0,0,0.028682
SFTC062620_39,SFTC,1242278,2377037,774.5,42.4,6/26/20,-0.263,-0.031,0.19,0,0,0.043617
SFTC062620_40,SFTC,1242231,2376828,774.6,42.4,6/26/20,-0.784,-0.005,0.157,0,0,0.036046
SFTC062620_41,SFTC,1242407,2376976,773.9,42.5,6/26/20,-0.13,-0.048,1.224,0,0,0.28068
SFTC062620_42,SFTC,1242459,2376844,775.3,42.5,6/26/20,-0.129,-0.016,1.108,0,0,0.254539
"VosburgPike06092
0_01",VP,1243092,2352557,760.4,24.5,6/9/20,-0.812,-0.005,0.061,0,0,0.014575
"VosburgPike06092
0_02",VP,1243257,2352760,760.5,25,6/9/20,-0.449,-0.003,0.114,0,0,0.027197
"VosburgPike06092
0_03",VP,1243197,2352865,766.3,25.2,6/9/20,-0.355,-0.001,0.334,0,0,0.080236
"VosburgPike06092
0_04",VP,1243169,2352969,760.4,25.4,6/9/20,-0.756,-0.003,0.387,0,0,0.092191
"VosburgPike06092
0_05",VP,1243361,2352968,766.3,25.6,6/9/20,0,-0.01,0.654,0,0,0.156899
"VosburgPike06092
0_06",VP,1243364,2352877,758.9,25.9,6/9/20,-0.928,-0.006,0.741,0,0,0.175877
"VosburgPike06092
0_07",VP,1243440,2352753,758.8,26.3,6/9/20,-0.224,-0.002,0.525,0,0,0.124427
"VosburgPike06092
0_08",VP,1243593,2352802,758.7,26.8,6/9/20,-0.242,-0.002,0.697,0,0,0.164894
"VosburgPike06092
0_09",VP,1243590,2352949,757.2,27.1,6/9/20,0,-0.002,0.576,0,0,0.135863
"VosburgPike06092
0_10",VP,1243577,2352971,757.6,27.4,6/9/20,0,0,1.154,0,0,0.27207
"VosburgPike06092
0_11",VP,1243503,2352936,757.7,27.7,6/9/20,0,-0.017,0.165,0,0,0.038867
"VosburgPike06092
0_12",VP,1243490,2352988,758.1,27.9,6/9/20,20.489,0.011,3.877,4.825694,0.002591,0.913135
"VosburgPike06092
0_13",VP,1243653,2353133,758.4,28.3,6/9/20,0,-0.004,0.618,0,0,0.145419
"VosburgPike06092
0_14",VP,1243441,2353167,759.9,28.7,6/9/20,0,-0.001,0.58,0,0,0.136567
"VosburgPike06092
0_15",VP,1243383,2353357,760.8,29.2,6/9/20,-0.446,-0.003,0.307,0,0,0.072252
"VosburgPike06092
0_16",VP,1243575,2353397,765.3,29.7,6/9/20,0,0,0.264,0,0,0.062396
"VosburgPike06092
0_17",VP,1243704,2353303,757.7,30,6/9/20,-1.392,-0.008,0.479,0,0,0.111976
"VosburgPike06092
0_18",VP,1243814,2353186,757.5,30.5,6/9/20,0,-0.007,0.132,0,0,0.030799
"VosburgPike06092
0_19",VP,1243785,2352919,758.3,31.1,6/9/20,-0.955,-0.009,2.777,0,0,0.647348
"VosburgPike06092
0_20",VP,1243773,2352716,756.8,31.7,6/9/20,-0.56,-0.006,0.684,0,0,0.158819
"VosburgPike06092
0_21",VP,1244139,2352387,756.4,32.6,6/9/20,0,-0.005,0.401,0,0,0.092786
"VosburgPike06092
0_22",VP,1244361,2352507,752.7,33.2,6/9/20,-2.38,-0.01,0.232,0,0,0.053314
"VosburgPike06092
0_23",VP,1244398,2352398,751.5,33.7,6/9/20,-1.825,-0.012,0.635,0,0,0.145455
"VosburgPike06092
0_24",VP,1244608,2352376,750.7,34,6/9/20,0,-0.009,0.282,0,0,0.064464
"VosburgPike06092
0_25",VP,1244575,2352577,750,34.3,6/9/20,-2.463,-0.02,0.689,0,0,0.157202
"VosburgPike06092
0_26",VP,1244589,2352760,751.7,34.5,6/9/20,-1.701,-0.023,0.623,0,0,0.142373
"VosburgPike06092
0_27",VP,1244303,2352738,751.3,34.6,6/9/20,-2.982,-0.018,0.42,0,0,0.095899
"VosburgPike06092
0_28",VP,1244215,2352794,753.5,34.7,6/9/20,-2.61,-0.008,0.272,0,0,0.062268
"VosburgPike06092
0_29",VP,1244145,2352561,754,34.8,6/9/20,-0.793,-0.002,0.316,0,0,0.072365
"VosburgPike06092
0_30",VP,1243580,2352547,753.8,34.9,6/9/20,-2.461,-0.011,0.558,0,0,0.127709
"VosburgPike06092
0_31",VP,1243445,2352559,758,35.1,6/9/20,-1.427,-0.002,0.402,0,0,0.092458
"VosburgPike06102
0_32",VP,1242577,2349733,766.5,27.3,6/10/20,-4.498,0.012,0.52,0,0.002863,0.124078
"VosburgPike06102
0_33",VP,1242741,2349741,766.6,28.2,6/10/20,-1.682,0,0.133,0,0,0.031645
"VosburgPike06102
0_34",VP,1242954,2349607,765.3,29.3,6/10/20,-1.341,0.001,0.269,0,0.000237,0.063662
"VosburgPike06102
0_35",VP,1243195,2349510,762.7,30.3,6/10/20,-0.992,0.011,0.312,0,0.002586,0.073345
"VosburgPike06102
0_36",VP,1243278,2349485,761.1,31,6/10/20,-2.71,0.019,0.588,0,0.004447,0.13762
"VosburgPike06102
0_37",VP,1243293,2349574,760.5,31.7,6/10/20,-1.928,0.033,0.14,0,0.0077,0.032666
"VosburgPike06102
0_38",VP,1243385,2349560,760.3,32.3,6/10/20,-3.107,0.003,0.668,0,0.000698,0.155515
"VosburgPike06102
0_39",VP,1243547,2349588,759.5,33.1,6/10/20,-2.83,0.013,0.48,0,0.003015,0.111338
"VosburgPike06102
0_40",VP,1243560,2349449,758.5,33.8,6/10/20,-1.286,0.003,0.441,0,0.000693,0.101924
"VosburgPike06102
0_41",VP,1243769,2349515,758.4,34.6,6/10/20,-0.734,0.013,0.346,0,0.002996,0.079749
"VosburgPike06102
0_42",VP,1243793,2349368,757.5,35.3,6/10/20,-4.263,0,0.665,0,0,0.152746
"VosburgPike06102
0_43",VP,1243826,2349206,763,36.2,6/10/20,0,0.007,0.127,0,0.001615,0.029297
"VosburgPike06102
0_44",VP,1243946,2349245,756.4,36.8,6/10/20,-4.356,-0.005,-0.012,0,0,0
"VosburgPike06102
0_45",VP,1243968,2349418,756.1,37.3,6/10/20,-3.016,-0.003,1.704,0,0,0.388158
"VosburgPike06102
0_46",VP,1244128,2349370,755.8,37.8,6/10/20,-3.946,-0.011,1.255,0,0,0.285306
"VosburgPike06102
0_47",VP,1244199,2349186,754.8,38.3,6/10/20,-3.255,0.003,1.666,0,0.00068,0.377633
"VosburgPike06112
0_100",VP,1243617,2349990,760.3,44.1,6/11/20,-1.119,-0.021,0.242,0,0,0.054244
"VosburgPike06112
0_101",VP,1243568,2349920,761.9,44,6/11/20,-0.782,-0.032,0.305,0,0,0.068531
"VosburgPike06112
0_102",VP,1243562,2349805,762.6,43.9,6/11/20,-0.283,-0.008,0.059,0,0,0.013273
"VosburgPike06112
0_103",VP,1243485,2349789,763.1,43.8,6/11/20,-0.957,-0.06,0.664,0,0,0.149524
"VosburgPike06112
0_104",VP,1243427,2349764,763.9,43.8,6/11/20,-0.484,-0.035,13.344,0,0,3.008035
"VosburgPike06112
0_105",VP,1243384,2349780,764.6,43.7,6/11/20,-1.619,-0.014,3.582,0,0,0.808458
"VosburgPike06112
0_106",VP,1243385,2349810,764.6,43.7,6/11/20,-0.622,-0.004,0.338,0,0,0.076287
"VosburgPike06112
0_107",VP,1243353,2349808,765,43.6,6/11/20,-0.461,-0.002,0.629,0,0,0.142084
"VosburgPike06112
0_108",VP,1243287,2349770,765.5,43.5,6/11/20,106.078,-0.004,11.45,23.98513,0,2.588942
"VosburgPike06112
0_109",VP,1243206,2349810,766.1,43.3,6/11/20,-1.595,-0.02,3.068,0,0,0.694683
"VosburgPike06112
0_110",VP,1243131,2349837,766.5,43.3,6/11/20,37.88,-0.003,7.545,8.581598,0,1.709297
"VosburgPike06112
0_111",VP,1243043,2349778,766.9,43.2,6/11/20,-0.9,-0.032,1.173,0,0,0.265962
"VosburgPike06112
0_112",VP,1242954,2349844,767.3,43.1,6/11/20,426.189,-0.01,6.898,96.7137,0,1.565341
"VosburgPike06112
0_66",VP,1242598,2349957,770.5,29,6/11/20,-2.509,-0.003,0.762,0,0,0.181742
"VosburgPike06112
0_67",VP,1242570,2350117,770.5,30.5,6/11/20,-0.145,-0.008,0.711,0,0,0.168741
"VosburgPike06112
0_68",VP,1242714,2350137,770.4,31.4,6/11/20,-0.642,-0.004,0.603,0,0,0.142668
"VosburgPike06112
0_69",VP,1242762,2350008,769.9,32.3,6/11/20,26.259,0,6.114,6.190468,0,1.441354
"VosburgPike06112
0_70",VP,1242808,2349994,769.4,32.8,6/11/20,142.958,0.025,13.114,33.62492,0.00588,3.084523
"VosburgPike06112
0_71",VP,1242843,2349999,769,33.2,6/11/20,146.699,0.013,18.852,34.44187,0.003052,4.426057
"VosburgPike06112
0_72",VP,1242894,2350019,768.9,34.4,6/11/20,3.507,0.006,5.048,0.820051,0.001403,1.180387
"VosburgPike06112
0_73",VP,1242963,2349943,768.5,35,6/11/20,74.596,0,30.43,17.39997,0,7.09798
"VosburgPike06112
0_74",VP,1242979,2349957,768,35.5,6/11/20,0,0,1.056,0,0,0.245759
"VosburgPike06112
0_75",VP,1242914,2350184,768,36.3,6/11/20,-0.015,-0.015,0.193,0,0,0.0448
"VosburgPike06112
0_76",VP,1243223,2350203,768.4,37.2,6/11/20,-0.101,-0.013,0.773,0,0,0.179005
"VosburgPike06112
0_77",VP,1243319,2350125,765,37.7,6/11/20,-0.057,-0.02,0.476,0,0,0.109564
"VosburgPike06112
0_78",VP,1243205,2349954,764.5,38.1,6/11/20,-0.229,-0.004,1.497,0,0,0.343907
"VosburgPike06112
0_79",VP,1243351,2349977,765.5,38.6,6/11/20,0,-0.011,3.687,0,0,0.846765
"VosburgPike06112
0_80",VP,1243561,2350059,763.9,39.2,6/11/20,0,-0.021,15.022,0,0,3.436164
"VosburgPike06112
0_81",VP,1243586,2350154,761.8,39.5,6/11/20,0,-0.026,0.289,0,0,0.065861
"VosburgPike06112
0_82",VP,1243782,2350149,761,39.9,6/11/20,0,-0.014,0.157,0,0,0.035696
"VosburgPike06112
0_83",VP,1243952,2350084,757.9,40.7,6/11/20,-0.157,-0.005,0.412,0,0,0.093055
"VosburgPike06112
0_84",VP,1243974,2350152,757.9,41,6/11/20,-0.5,-0.028,0.777,0,0,0.175326
"VosburgPike06112
0_85",VP,1244120,2350044,758,41.4,6/11/20,-0.906,-0.03,0.457,0,0,0.103002
"VosburgPike06112
0_86",VP,1244244,2350181,757.2,41.9,6/11/20,-0.38,-0.006,0.655,0,0,0.147239
"VosburgPike06112
0_87",VP,1244307,2349931,756.8,42.6,6/11/20,-1.148,-0.044,0.414,0,0,0.092809
"VosburgPike06112
0_88",VP,1244335,2349784,756.1,43.1,6/11/20,-0.397,-0.019,0.679,0,0,0.151834
"VosburgPike06112
0_89",VP,1244319,2349637,757.1,43.5,6/11/20,-0.507,-0.016,0.253,0,0,0.056578
"VosburgPike06112
0_90",VP,1244233,2349753,757.6,43.7,6/11/20,0,-0.04,0.829,0,0,0.185392
"VosburgPike06112
0_91",VP,1244164,2349709,757.9,43.9,6/11/20,-0.485,-0.028,0.618,0,0,0.138173
"VosburgPike06112
0_92",VP,1244115,2349650,758.5,44.1,6/11/20,0,-0.006,0.426,0,0,0.095261
"VosburgPike06112
0_93",VP,1244136,2349576,759,44.2,6/11/20,-0.796,-0.027,0.414,0,0,0.092609
"VosburgPike06112
0_94",VP,1244102,2349508,758.8,44.3,6/11/20,0,-0.014,2.558,0,0,0.571878
"VosburgPike06112
0_95",VP,1244105,2349577,758.8,44.4,6/11/20,37.763,-0.006,7.435,8.439813,0,1.66168
"VosburgPike06112
0_96",VP,1244017,2349594,759.2,44.4,6/11/20,-0.595,-0.004,0.607,0,0,0.135733
"VosburgPike06112
0_97",VP,1243921,2349794,759.6,44.3,6/11/20,-0.251,-0.051,0.511,0,0,0.114362
"VosburgPike06112
0_98",VP,1243781,2349765,759.3,44.3,6/11/20,-0.792,-0.029,0.05,0,0,0.011186
"VosburgPike06112
0_99",VP,1243794,2349927,760,44.2,6/11/20,-1.274,-0.022,0.202,0,0,0.045246
